"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","...8"
"OSCP1",641.756655379758,0.474248714660991,0.15945601119037,2.97416642446172,0.00293785688181609,0.0450598763218542,"Up"
"PAAF1",1105.64668681398,0.217892389111078,0.0689545580602506,3.15994178253872,0.00157800666248015,0.0354838266208747,"Up"
"PCLAF",1139.67242752819,0.872980284450493,0.25668114989163,3.40102997364264,0.000671324664547917,0.0257968782681767,"Up"
"PDCD2L",345.084780876135,0.419248163351935,0.137185450974772,3.05606870388197,0.0022425986243135,0.0397914256264182,"Up"
"PDCD5",2836.92136181676,0.451577254026131,0.145567371152206,3.10218732708966,0.00192096357709124,0.0383098495659146,"Up"
"PEX2",1945.85881825707,0.247403481154508,0.0752760889253701,3.28661444406055,0.00101399561622778,0.0290766920990994,"Up"
"PHF1",880.785855147538,0.359879622265621,0.120260765673654,2.99249402121895,0.00276708086972058,0.0442031524486163,"Up"
"PHYH",1821.46294007962,0.212165913563917,0.0721347035753474,2.94124607225012,0.00326894736540766,0.0474743438544047,"Up"
"PIFO",292.926445121646,0.540556284812461,0.123206856034345,4.38738802540156,1.14720020358188e-05,0.003558155320689,"Up"
"PKIB",6623.61980167944,0.409925501891109,0.129942224159804,3.15467512228342,0.00160676916071042,0.0359344069741569,"Up"
"PLPP5",3520.32821161963,0.243262010318506,0.0777193767837217,3.13000464472918,0.00174803539193407,0.0369722920909493,"Up"
"PMEL",150.674214231489,0.490541599669932,0.15851783778064,3.09455141792152,0.00197110765629226,0.0384861901059594,"Up"
"POLG2",351.188733702006,0.607587558842748,0.208725239632806,2.91094435877342,0.00360338180344526,0.0490994856763503,"Up"
"POLR2K",2470.50996714551,0.47601661517436,0.141903452168122,3.35451046399064,0.000795055460862837,0.0267937941944257,"Up"
"PPIA",53675.3282556511,0.335668180473654,0.109368868521323,3.06913827501298,0.00214677203359887,0.0392712840514952,"Up"
"PRPF3",1519.20876681782,0.302638689468499,0.0937797507140091,3.22712192306232,0.00125042167013202,0.0319304956561166,"Up"
