"Gene","log2FC","rank","in_gene_set"
"TMEM52",0.9542194799717,343,FALSE
"KAT2A",0.953582645272431,344,FALSE
"ZNF467",0.953383626372188,345,FALSE
"MS4A8",0.952756687913116,346,FALSE
"RHPN2",0.952588351750555,347,FALSE
"RPS15",0.951881608774909,348,FALSE
"HK2",0.951136956974633,349,FALSE
"ADRB2",0.950625585868008,350,FALSE
"RPS17",0.950499260717163,351,FALSE
"OGT",0.95024993136372,352,FALSE
"CCDC78",0.949326006108455,353,FALSE
"SLC27A4",0.944610711300083,354,FALSE
"TPX2",0.943775511145634,355,FALSE
"F12",0.943185215417672,356,FALSE
"KLF16",0.942686976644504,357,FALSE
"SP5",0.941849404860101,358,FALSE
"CCL18",0.94164634421524,359,FALSE
"EPHA10",0.94104465428218,360,FALSE
"REPIN1",0.939644572531315,361,FALSE
"PLXNB3",0.938909484434097,362,TRUE
"ZNF692",0.938866201875181,363,FALSE
"ABHD11",0.935398295821352,364,FALSE
"TMEM268",0.935220476455963,365,FALSE
"UBE2S",0.934923389229905,366,FALSE
"RRS1",0.93464192487387,367,FALSE
"SMCO4",0.933765983364766,368,FALSE
"CHMP4C",0.933593576285892,369,FALSE
"ACACA",0.931686102656,370,TRUE
"SLIT1",0.931296932220237,371,FALSE
"PKN1",0.931137848631169,372,FALSE
"GADD45G",0.930827257907804,373,FALSE
"EEF2",0.929377574142737,374,FALSE
"RPS15A",0.928089709991427,375,FALSE
"PLEKHB1",0.926898530020651,376,FALSE
"APLN",0.925857447541882,377,FALSE
"ECI2",0.92581659754547,378,FALSE
"TXN",0.925688483313309,379,FALSE
"CTU1",0.924435272781909,380,FALSE
"RPS28",0.922705670135776,381,FALSE
"SCRIB",0.92092175063014,382,FALSE
"CTNND2",0.92015728584319,383,FALSE
"DND1",0.919802237776492,384,FALSE
"CHTF18",0.919649606643975,385,FALSE
"NOP16",0.919612293535878,386,FALSE
"TMEM160",0.917349252748963,387,FALSE
"NETO2",0.917284930017909,388,FALSE
"MFSD12",0.916911725677642,389,FALSE
"FAM174B",0.916377056772784,390,FALSE
"GNB2",0.915471743864203,391,FALSE
"KIFC2",0.914966248249951,392,FALSE
"SPINK1",0.91335995571835,393,FALSE
"ARHGDIG",0.913188869902824,394,FALSE
"RPL18A",0.912219983309205,395,FALSE
"POLD2",0.911868040261447,396,FALSE
"TTYH3",0.911581308623397,397,FALSE
"ZNF30",0.911256583058009,398,FALSE
"IGFBP2",0.910913682988566,399,FALSE
"RAB26",0.90923100439799,400,FALSE
"GRHL2",0.908918492734352,401,FALSE
"ENTPD6",0.90807075900652,402,FALSE
"SLC25A27",0.906939831459418,403,FALSE
"ZNF511",0.906689338315518,404,FALSE
"SLC9A3R2",0.906375252848548,405,FALSE
"CHDH",0.905557989738568,406,FALSE
"PLEKHH1",0.905193727915609,407,TRUE
"TIMM13",0.9047269800625,408,FALSE
"HSPD1",0.904628419261991,409,FALSE
"TCEA3",0.90417810203907,410,FALSE
"LENG9",0.903611459205399,411,FALSE
"ALCAM",0.901248328758625,412,FALSE
"SFRP4",0.901238434438071,413,FALSE
"ATP6V1G1",0.900984024969112,414,FALSE
"P4HB",0.900912693162217,415,FALSE
"BAIAP3",0.898431522147835,416,FALSE
"BAIAP2",0.898194310436072,417,FALSE
"ARVCF",0.897797606118537,418,FALSE
"NAALADL2",0.896814868777812,419,FALSE
"DVL1",0.896510344892016,420,FALSE
"HSH2D",0.896356370461461,421,FALSE
"STAP2",0.896249292046429,422,FALSE
"RPL30",0.895223981559658,423,FALSE
"LRRC45",0.89501851776247,424,FALSE
"DLX2",0.894496463032732,425,FALSE
"PRDX4",0.894100248487143,426,FALSE
"COMTD1",0.892410544748743,427,FALSE
"NME3",0.891735173805407,428,FALSE
"ZIC2",0.891569251863324,429,FALSE
"TACSTD2",0.889829108370423,430,FALSE
"SLC25A39",0.889457525586804,431,FALSE
"CCNL2",0.888847675343104,432,FALSE
"SLC25A6",0.888500336772507,433,FALSE
"CLGN",0.886561152356995,434,FALSE
"ESRP1",0.886326467727211,435,FALSE
"MKI67",0.886265256087149,436,FALSE
"SMOX",0.885844603204129,437,FALSE
"AGR3",0.885056494325998,438,FALSE
"ZNF697",0.884670248014659,439,FALSE
"PAICS",0.884546781716621,440,FALSE
"RGL2",0.884513648386024,441,FALSE
"SNRNP70",0.883330835761337,442,FALSE
"NUDT19",0.882392503074503,443,FALSE
"SNRPN",0.881918018695671,444,FALSE
"GRK2",0.880703530921105,445,FALSE
"TBC1D4",0.879776285248091,446,FALSE
"UAP1",0.879235176342545,447,FALSE
"PPIB",0.878457936270985,448,FALSE
"QSOX2",0.877164970471738,449,FALSE
"RPL23A",0.876668228879287,450,FALSE
"RASSF7",0.876190859862667,451,FALSE
"NMRAL1",0.874811733106378,452,FALSE
"TMC4",0.87385144396963,453,FALSE
"PCSK6",0.873281961181978,454,FALSE
"NDUFAF8",0.873150224190216,455,FALSE
"PPM1H",0.8714385277367,456,FALSE
"ZBTB7B",0.869641143768663,457,FALSE
"RNF208",0.869112521275792,458,FALSE
"CDK19",0.867623458390215,459,FALSE
"DGKD",0.867528925500132,460,FALSE
"BICDL1",0.867143389228705,461,FALSE
"RPL12",0.86647523702009,462,FALSE
"POLD4",0.866332099321115,463,FALSE
"RSPH1",0.865995187331944,464,FALSE
"CCDC85B",0.86549468436739,465,FALSE
"MT-CO2",0.865280502613935,466,FALSE
"TNK2",0.863711060521467,467,FALSE
"EZH2",0.863522419964771,468,FALSE
"ANKZF1",0.861695584101621,469,FALSE
"GALNT3",0.859189706213927,470,FALSE
"ALOX15",0.858036964389009,471,FALSE
"UFSP1",0.857197743260433,472,FALSE
"BICDL2",0.855351808369122,473,FALSE
"IRF7",0.855101483013186,474,FALSE
"RPS10",0.854983762089743,475,FALSE
"STK39",0.854367929010984,476,FALSE
"SEC61G",0.853950664674276,477,FALSE
"SSTR1",0.853861172791544,478,FALSE
"SAMD5",0.853644366605607,479,FALSE
"NANS",0.853474527011633,480,FALSE
"RPS26",0.852047716751518,481,FALSE
"HEBP2",0.850513788846955,482,FALSE
"PTPRT",0.84898351787985,483,FALSE
"MMP10",0.848878696110702,484,FALSE
"IMPDH1",0.848814655627632,485,FALSE
"SCAND1",0.848541248469378,486,FALSE
"LSR",0.847946428097083,487,FALSE
"TTC38",0.846640990270318,488,FALSE
"EPN3",0.845937637227854,489,FALSE
"IRX2",0.845630204983412,490,FALSE
"EXOSC4",0.845093336962829,491,FALSE
"MMP26",0.843946602496295,492,FALSE
"MPST",0.843915889495151,493,FALSE
"EIF3B",0.84342296186412,494,FALSE
"CBX8",0.843111755024286,495,FALSE
"FAM89B",0.841704488588092,496,FALSE
"RPL17",0.840573161877264,497,FALSE
"UQCC3",0.840226374581959,498,FALSE
"SFXN4",0.838959397192062,499,FALSE
"IRAK1",0.838861452624158,500,FALSE
"CD320",0.838225916214459,501,FALSE
"RPL37",0.835011760697676,502,FALSE
"P4HTM",0.834208938541789,503,FALSE
"MZT2A",0.834197185452016,504,FALSE
"RPL38",0.833903930544471,505,FALSE
"KLHL17",0.833223028165159,506,FALSE
"PPP1R35",0.833126216281976,507,FALSE
"PAFAH1B3",0.832758956204636,508,FALSE
"FAM117B",0.832460918623775,509,FALSE
"RPS3A",0.831796405048833,510,FALSE
"FOXD1",0.831313985565967,511,FALSE
"EVPL",0.831153420502864,512,FALSE
"QTRT1",0.829644409815356,513,FALSE
"ACSL3",0.829451128915058,514,FALSE
"RPL29",0.829179980804332,515,FALSE
"RPL37A",0.828074389101538,516,FALSE
"HJURP",0.82801136597491,517,FALSE
"SREBF1",0.827953936096387,518,FALSE
"FXYD3",0.826763345409535,519,FALSE
"AGR2",0.826604434922412,520,FALSE
"SLC45A2",0.826127907839366,521,FALSE
"FGL1",0.825628431514961,522,FALSE
"RPL28",0.825214642904172,523,FALSE
"RCC1",0.824343637519483,524,FALSE
"SERPINA11",0.824319577895907,525,FALSE
"POLR2H",0.821244730811915,526,FALSE
"ZBTB42",0.8205139779513,527,FALSE
"CCNB2",0.820072497775714,528,FALSE
"ZBTB10",0.819455459578504,529,FALSE
"VAV2",0.819057171924256,530,FALSE
"TUBB2A",0.818217251718464,531,FALSE
"TRABD",0.817395965323545,532,FALSE
"SLC35F2",0.816968902644204,533,FALSE
"GRAMD1A",0.816940013066151,534,FALSE
"PWWP2B",0.816766113368462,535,FALSE
"UNC5A",0.816385804927897,536,FALSE
"NKX2-3",0.816095521248508,537,FALSE
"HOXA9",0.815991364982104,538,FALSE
"TARBP1",0.813220132395288,539,FALSE
"COX5A",0.812793658750738,540,FALSE
"BICD1",0.812121528321975,541,FALSE
"CORO2A",0.811229432461235,542,FALSE
"RRP12",0.810230903464243,543,FALSE
"KLK14",0.810042477881456,544,FALSE
"MICALL2",0.809070798767488,545,FALSE
"TMEM125",0.807919704713299,546,FALSE
"SERHL2",0.806757658454319,547,FALSE
"VASN",0.806367662328372,548,FALSE
"GREB1",0.806075760998387,549,FALSE
"BAIAP2L2",0.805062732616985,550,FALSE
"VPS37C",0.804265860387071,551,FALSE
"FOXRED2",0.804190223528547,552,FALSE
"RPS24",0.803342071566227,553,FALSE
"MYO6",0.801713881083534,554,FALSE
"PABPC1",0.80143121405337,555,FALSE
"NCLN",0.801005891635029,556,FALSE
"SNX22",0.799647158849097,557,FALSE
"SLC9A7",0.798027242929143,558,FALSE
"SND1",0.797944809360364,559,FALSE
"RPS21",0.797239347024721,560,FALSE
"RPS29",0.797076583633459,561,FALSE
"RPL7A",0.796534784436199,562,FALSE
"RPL35A",0.795595330587717,563,FALSE
"RPS18",0.795049816243246,564,FALSE
"CMTM4",0.794368560522583,565,FALSE
"LPCAT1",0.79420187474738,566,FALSE
"CCNB1",0.793823499189953,567,FALSE
"OLFM2",0.793809764967093,568,FALSE
"REEP6",0.793050241103728,569,FALSE
"OTX1",0.793044569299754,570,FALSE
"PDE9A",0.792472687179456,571,FALSE
"ABCA3",0.791115510405692,572,FALSE
"RAB19",0.791107770601786,573,FALSE
"IGSF8",0.79042102966463,574,FALSE
"CAMK2N2",0.789459438416375,575,FALSE
"TOP2A",0.789171175757181,576,FALSE
"TXNRD2",0.788349967170859,577,FALSE
"JTB",0.787902192957795,578,FALSE
"UGT2B4",0.787619188345227,579,FALSE
"YJEFN3",0.78677804595864,580,FALSE
"MAPK12",0.786752728499944,581,FALSE
"ENDOG",0.786635956767334,582,FALSE
"SIX1",0.786620143536043,583,FALSE
"RPLP0",0.785627168863545,584,FALSE
"ADAM15",0.78540446850845,585,FALSE
"CSK",0.785097419814044,586,FALSE
"GDPD1",0.784733620085849,587,FALSE
"SPINT1",0.7845457205366,588,FALSE
"RUVBL1",0.784456595225305,589,FALSE
"PPDPF",0.783007549217085,590,FALSE
"DDAH1",0.782503284910349,591,FALSE
"LYPLA1",0.781500950139462,592,FALSE
"KIFC1",0.781030054697713,593,FALSE
"PSAT1",0.780683010591883,594,FALSE
"CFAP69",0.780506099719701,595,FALSE
"RTN4RL2",0.780177542220536,596,FALSE
"CXCL10",0.779436471138781,597,FALSE
"OXLD1",0.778453890776384,598,FALSE
"COL2A1",0.778337079865018,599,FALSE
"INSM1",0.778174290070198,600,FALSE
"SLC12A2",0.777813388046381,601,FALSE
"GSC",0.777785945377166,602,FALSE
"DSC2",0.776682491958321,603,FALSE
"NUDT9",0.776664465814519,604,FALSE
"RSRP1",0.776606987882617,605,FALSE
"GRIN1",0.776467930335819,606,FALSE
"GNPNAT1",0.776221414649531,607,FALSE
"INHBB",0.775965781140339,608,FALSE
"RPUSD1",0.775760877276605,609,FALSE
"BYSL",0.775721634967675,610,FALSE
"FAM234B",0.775422897792489,611,FALSE
"EPOP",0.774923335730716,612,FALSE
"TELO2",0.774352400664914,613,FALSE
"HIPK2",0.772882388560887,614,FALSE
"HGH1",0.772750829810188,615,FALSE
"RAP1GAP2",0.772706951014445,616,FALSE
"PCDHB2",0.772270037116278,617,FALSE
"ZG16B",0.77151540185704,618,FALSE
"PHLDB3",0.771268643339136,619,FALSE
"B3GNT6",0.771140541381794,620,FALSE
"PDE3B",0.770925892988488,621,FALSE
"WDR90",0.770913769211944,622,FALSE
"PCED1A",0.770807600755079,623,FALSE
"PABPN1",0.770739704601835,624,FALSE
"RACK1",0.770679228008998,625,FALSE
"RPL6",0.770561095760654,626,FALSE
"TRPM2",0.770240228359186,627,FALSE
"LSM7",0.770168296041573,628,FALSE
"TMEM241",0.768840857091043,629,FALSE
"SELENOH",0.768833051970976,630,FALSE
"AK5",0.768708889041418,631,FALSE
"ABCA2",0.768493453540894,632,FALSE
"SLC22A23",0.768282298805815,633,FALSE
"DHCR24",0.76795863311033,634,FALSE
"SAC3D1",0.767603214668061,635,FALSE
