"Gene","log2FC","rank","in_gene_set","background_pvalue","background_p.adjust"
"ROGDI",0.0789352135385983,2562,FALSE,0.364792298306198,0.961953958507263
"TEX261",0.0789142807931746,2563,FALSE,0.185876956639007,0.961953958507263
"DNAL1",0.0789111429792362,2564,FALSE,0.17094817863236,0.961953958507263
"FOCAD",0.0788971886516778,2565,FALSE,0.262096479035173,0.961953958507263
"SLC39A3",0.078888333249151,2566,FALSE,0.306849624755348,0.961953958507263
"RASL12",0.0788812430789476,2567,FALSE,0.555639591865797,0.973067620760511
"PLAA",0.0788756353591258,2568,FALSE,0.151083059689521,0.961953958507263
"TRIM54",0.0788728474919046,2569,FALSE,0.424314836223483,0.962613387123402
"FLT1",0.0788658765646133,2570,FALSE,0.511166637513403,0.967933027026925
"TJP1",0.0788136801427335,2571,FALSE,0.416286731831087,0.962613387123402
"P2RY2",0.0788020693158719,2572,FALSE,0.0764548550060472,0.961953958507263
"PCDHA11",0.0787922535840954,2573,FALSE,0.25511716000112,0.961953958507263
"HINT3",0.07876236151996,2574,FALSE,0.270218009986689,0.961953958507263
"CSDE1",0.0787574320236724,2575,FALSE,0.164527904461379,0.961953958507263
"PKD1",0.0787451493769935,2576,FALSE,0.412698615494712,0.962613387123402
"SLC48A1",0.0787443910614245,2577,FALSE,0.135922215250368,0.961953958507263
"SNAP23",0.0787344448412979,2578,FALSE,0.245463746949117,0.961953958507263
"FZD1",0.0787225569735774,2579,FALSE,0.358903470488909,0.961953958507263
"TAL1",0.0787042780138004,2580,FALSE,0.354834125557069,0.961953958507263
"STRN",0.0786705562489307,2581,FALSE,0.277071534935807,0.961953958507263
"MPG",0.0786450256737012,2582,FALSE,0.316538617387251,0.961953958507263
"ZNF561",0.0786080618357192,2583,FALSE,0.15077096541723,0.961953958507263
"ABCA1",0.0785379196400693,2584,FALSE,0.401449024379818,0.962613387123402
"CYYR1",0.0784924584287596,2585,FALSE,0.437247806516,0.962613387123402
"TTC22",0.0784741687332879,2586,FALSE,0.432921439158557,0.962613387123402
"TADA2B",0.0784677968552892,2587,FALSE,0.119509188076823,0.961953958507263
"HTATIP2",0.0784671934060968,2588,FALSE,0.451805095830663,0.962613387123402
"ATXN10",0.078420877722845,2589,FALSE,0.19755547239666,0.961953958507263
"TNFRSF21",0.078415101531613,2590,FALSE,0.485463203852699,0.963535743091324
"CCDC22",0.0784118810132148,2591,FALSE,0.233532592399425,0.961953958507263
"POLR3A",0.0784088163379457,2592,FALSE,0.191159325482757,0.961953958507263
"KLHL30",0.0783927840006463,2593,FALSE,0.0822638326493134,0.961953958507263
"EPS8",0.0783424782550131,2594,FALSE,0.320868297451409,0.961953958507263
"TAX1BP3",0.0783424443489316,2595,FALSE,0.128987758797673,0.961953958507263
"HECTD4",0.078339429619068,2596,FALSE,0.416158087168802,0.962613387123402
"LBP",0.0783030595208134,2597,FALSE,0.580290082305827,0.974889403904491
"HIPK1",0.078300995601158,2598,FALSE,0.305879773837129,0.961953958507263
"CDCP1",0.0782814773397034,2599,FALSE,0.499849566219995,0.965425622265064
"HSPA8",0.0782775384481091,2600,FALSE,0.394213808925916,0.962613387123402
"SCAMP5",0.0782678003990531,2601,FALSE,0.493093505292266,0.964968851725607
"ARHGAP8",0.0782513299587753,2602,FALSE,0.373506663136823,0.961953958507263
"AGR2",0.0782512590077635,2603,FALSE,0.78299126040178,0.988741473863441
"CCP110",0.0782311394270021,2604,FALSE,0.274043063720214,0.961953958507263
"DDR1",0.0782190576383863,2605,FALSE,0.46832527092241,0.962613387123402
"HS6ST1",0.0782161245731161,2606,FALSE,0.282920187381417,0.961953958507263
"CPT1A",0.0782113658698513,2607,FALSE,0.451475094555242,0.962613387123402
"C17orf67",0.0781930149585626,2608,FALSE,0.161540444301785,0.961953958507263
"BCKDHA",0.0781907324641882,2609,FALSE,0.138505760010138,0.961953958507263
"SNX12",0.078181329372069,2610,FALSE,0.220717946065177,0.961953958507263
"SPIN3",0.0781671408877198,2611,FALSE,0.210132587316902,0.961953958507263
"HSDL2",0.0781359699259205,2612,FALSE,0.273596625790565,0.961953958507263
"ABHD13",0.0781256643277999,2613,FALSE,0.174688567430941,0.961953958507263
"SCAMP2",0.0781202324230019,2614,FALSE,0.198000509024049,0.961953958507263
"RNF44",0.0781167659525557,2615,FALSE,0.291890140216589,0.961953958507263
"IL17D",0.0780800944968489,2616,FALSE,0.27859361391363,0.961953958507263
"MMP24",0.0780588238754596,2617,FALSE,0.342525798540145,0.961953958507263
"BRAP",0.0780508220264005,2618,FALSE,0.0376306642994741,0.926605171946301
"TOMM40L",0.0780301461134103,2619,FALSE,0.211479664139262,0.961953958507263
"KLF4",0.0780154098861643,2620,FALSE,0.525654569613134,0.968868653437711
"NFAT5",0.0780037112402387,2621,FALSE,0.421082228785493,0.962613387123402
"PREPL",0.0779986360032603,2622,FALSE,0.248315856932057,0.961953958507263
"CT83",0.0779849501353669,2623,FALSE,0.268841263631621,0.961953958507263
"KIF3B",0.0779024557050114,2624,FALSE,0.179890836858652,0.961953958507263
"RPS2",0.0778897892216666,2625,FALSE,0.457945779679023,0.962613387123402
"TTLL11",0.0778549534548127,2626,FALSE,0.0685154375713573,0.961953958507263
"PAK4",0.0777962298852177,2627,FALSE,0.400710042386576,0.962613387123402
"DHX37",0.0777702482456792,2628,FALSE,0.162009744559179,0.961953958507263
"AASS",0.0777350394629797,2629,FALSE,0.3985538004705,0.962613387123402
"TMEM185B",0.0777234223179226,2630,FALSE,0.195429836298062,0.961953958507263
"ZNF296",0.0777212975586909,2631,FALSE,0.320424119114597,0.961953958507263
"CLCN3",0.0777204441028436,2632,FALSE,0.430774607943007,0.962613387123402
"DECR1",0.0777187672154858,2633,FALSE,0.402991623056713,0.962613387123402
"ZNF37A",0.0777151164522101,2634,FALSE,0.146135271571649,0.961953958507263
"RRP36",0.0776828906836862,2635,FALSE,0.145452049263371,0.961953958507263
"EGFL7",0.0776716849694887,2636,FALSE,0.571833243922239,0.973952866602945
"GDAP1",0.0776711118569509,2637,FALSE,0.361106148774127,0.961953958507263
"RAB1B",0.0776178726515884,2638,FALSE,0.310268356842373,0.961953958507263
"SELE",0.0776015505793854,2639,FALSE,0.623974275215864,0.978425777047414
"LRWD1",0.0775598173363066,2640,FALSE,0.204597922843438,0.961953958507263
"SLC9A6",0.0775568617608526,2641,FALSE,0.141385197680719,0.961953958507263
"MS4A3",0.0775417430614206,2642,FALSE,0.138493460785296,0.961953958507263
"CLTB",0.0775386342527664,2643,FALSE,0.378692196676704,0.961953958507263
"CA14",0.0775356945326605,2644,FALSE,0.217266240407159,0.961953958507263
"RNF40",0.0775301669380917,2645,FALSE,0.303419103596966,0.961953958507263
"AKT3",0.0775046006645317,2646,FALSE,0.450657758119083,0.962613387123402
"ICE2",0.0774798049902867,2647,FALSE,0.136921614391215,0.961953958507263
"TMEM88",0.0774375272763557,2648,FALSE,0.387543252925153,0.961953958507263
"FH",0.077432681327938,2649,FALSE,0.234985361285827,0.961953958507263
"MPRIP",0.0774316367060921,2650,FALSE,0.229521556994124,0.961953958507263
"OOEP",0.0773981565367244,2651,FALSE,0.299377245770024,0.961953958507263
"DGKD",0.077346794901894,2652,FALSE,0.332310428445534,0.961953958507263
"ZC3H7A",0.077314961140051,2653,FALSE,0.128401280715182,0.961953958507263
"ZBTB44",0.0773133732740465,2654,FALSE,0.250214100018916,0.961953958507263
"CNOT11",0.0772984534200782,2655,FALSE,0.140852829447952,0.961953958507263
"YDJC",0.0772833285075625,2656,FALSE,0.440146287335143,0.962613387123402
"C9orf16",0.0772806711217724,2657,FALSE,0.489513766917869,0.963535743091324
"CMIP",0.0772611403737509,2658,FALSE,0.299722641854993,0.961953958507263
"MRPS16",0.0772298690781312,2659,FALSE,0.245200930515179,0.961953958507263
"ECE2",0.0772127914774188,2660,FALSE,0.000147596600480176,0.0457124183148179
"NDUFAF2",0.0771363339349302,2661,FALSE,0.314351961485986,0.961953958507263
"PRRG2",0.0771020633767785,2662,FALSE,0.361272960816182,0.961953958507263
"HDHD5",0.0770978785171947,2663,FALSE,0.220682084101771,0.961953958507263
"COG5",0.0770312051342064,2664,FALSE,0.34662263885074,0.961953958507263
"KMT5A",0.0769962908770747,2665,FALSE,0.168256154442061,0.961953958507263
"CIART",0.0769860498351458,2666,FALSE,0.461537688238038,0.962613387123402
"ANKRD39",0.0769639492631911,2667,FALSE,0.131354241476766,0.961953958507263
"JUND",0.0769480479354394,2668,FALSE,0.545468564842101,0.972817794316773
"CDR2L",0.076920025090883,2669,FALSE,0.459303555122905,0.962613387123402
"RNASET2",0.0769199473884767,2670,FALSE,0.368186774308083,0.961953958507263
"MXD1",0.0769125244808007,2671,FALSE,0.346934665846213,0.961953958507263
"KCNQ2",0.0769042353953791,2672,FALSE,0.4833010031712,0.963200917764286
"TNKS1BP1",0.0768538808982919,2673,FALSE,0.32925626246026,0.961953958507263
"ADGRG1",0.076849510798088,2674,FALSE,0.425284766563489,0.962613387123402
"DBNDD1",0.076840554346369,2675,FALSE,0.472000260087938,0.962613387123402
"GFPT1",0.0767842342933953,2676,FALSE,0.422740251846309,0.962613387123402
"RAP1A",0.076747323817854,2677,FALSE,0.212003210082108,0.961953958507263
"NCKIPSD",0.076734330073656,2678,FALSE,0.187811416234337,0.961953958507263
"VEPH1",0.0767067350926568,2679,FALSE,0.159314388891872,0.961953958507263
"EP400",0.076701848602676,2680,FALSE,0.246658369638637,0.961953958507263
"TRAM1",0.0766898712060735,2681,FALSE,0.351347213464587,0.961953958507263
"SUPV3L1",0.0766865958531424,2682,FALSE,0.145573500979469,0.961953958507263
"TMEM87A",0.0766778822559777,2683,FALSE,0.369015019616341,0.961953958507263
"MARK2",0.0766163408350033,2684,FALSE,0.224360483031907,0.961953958507263
"AIFM2",0.0765560742211442,2685,FALSE,0.264600320288757,0.961953958507263
"TMEM33",0.0765377751642302,2686,FALSE,0.24582372925088,0.961953958507263
"ORC5",0.076507162798765,2687,FALSE,0.26975173926444,0.961953958507263
"KNSTRN",0.0764702498960075,2688,FALSE,0.331628121970874,0.961953958507263
"GRM7",0.0764370829289143,2689,FALSE,0.435293974612696,0.962613387123402
"AP3D1",0.0764231195068659,2690,FALSE,0.239560835268407,0.961953958507263
"TBXA2R",0.0763962747624827,2691,FALSE,0.211814275119412,0.961953958507263
"RAB4A",0.0762822760071797,2692,FALSE,0.289018768018241,0.961953958507263
"TMEM167A",0.076264655767738,2693,FALSE,0.250109423210183,0.961953958507263
"SDHA",0.0762519597677831,2694,FALSE,0.196066817795396,0.961953958507263
"UBE2J1",0.0762417312502794,2695,FALSE,0.339481168596619,0.961953958507263
"C8orf33",0.0762414007781951,2696,FALSE,0.335495336054158,0.961953958507263
"DIDO1",0.0762294063885753,2697,FALSE,0.199337222479119,0.961953958507263
"BRAF",0.0762092030658157,2698,FALSE,0.305692540757216,0.961953958507263
"NOM1",0.076205861974407,2699,FALSE,0.114663499503541,0.961953958507263
"CNOT6L",0.0761889707993508,2700,FALSE,0.247314298257125,0.961953958507263
"TCTN3",0.0761778858021263,2701,FALSE,0.240382078103267,0.961953958507263
"PDXP",0.0761637481043169,2702,FALSE,0.0960691003324239,0.961953958507263
"AAGAB",0.076154760713862,2703,FALSE,0.189110113220235,0.961953958507263
"ARPIN",0.0761427446531213,2704,FALSE,0.248396470294115,0.961953958507263
"ATRX",0.0761389248279847,2705,FALSE,0.33499883806649,0.961953958507263
"SON",0.0761355527127652,2706,FALSE,0.259168202885652,0.961953958507263
"SERP2",0.0760727535606827,2707,FALSE,0.404782664477592,0.962613387123402
"HERC1",0.0760705300552522,2708,FALSE,0.308042655370922,0.961953958507263
"HEATR5B",0.0760697484303847,2709,FALSE,0.301669012048089,0.961953958507263
"ARF3",0.076052922120005,2710,FALSE,0.264600562952152,0.961953958507263
"EMC1",0.0760520552196118,2711,FALSE,0.214696435318022,0.961953958507263
"HCAR2",0.0760177626391927,2712,FALSE,0.312630916948096,0.961953958507263
"ZNF771",0.0760089414540492,2713,FALSE,0.221485812638663,0.961953958507263
"ARHGAP26",0.0759605481442138,2714,FALSE,0.315211942853387,0.961953958507263
"TMEM19",0.0759533330121831,2715,FALSE,0.17131512922865,0.961953958507263
"UGT2B15",0.0759466212818921,2716,FALSE,0.705138247826068,0.984387797569624
"VPS26A",0.0759282392355938,2717,FALSE,0.245256880552071,0.961953958507263
"GSK3B",0.0759273587169318,2718,FALSE,0.260359327277529,0.961953958507263
"WDFY1",0.075904008563874,2719,FALSE,0.256942635879449,0.961953958507263
"TRMT6",0.0758620668359873,2720,FALSE,0.158141804145408,0.961953958507263
"CYP1A1",0.0758470917272374,2721,FALSE,0.32304508172301,0.961953958507263
"CD276",0.0757972976422208,2722,FALSE,0.474558447678913,0.962613387123402
"ZFYVE9",0.0757741300753669,2723,FALSE,0.294217432250642,0.961953958507263
"DDX43",0.0757495535845034,2724,FALSE,0.369604810430197,0.961953958507263
"DBT",0.0757449699731358,2725,FALSE,0.29995377517952,0.961953958507263
"TOP2B",0.0757403064761961,2726,FALSE,0.288933693799414,0.961953958507263
"SYNPO",0.0757002134978841,2727,FALSE,0.541151836759014,0.9714977365457
"ABHD12",0.0756748845244415,2728,FALSE,0.488902028615613,0.963535743091324
"NDUFAB1",0.0756675350421636,2729,FALSE,0.358856630319939,0.961953958507263
"SPTSSA",0.0756477643521629,2730,FALSE,0.344978980124173,0.961953958507263
"ARHGEF17",0.0756288056193499,2731,FALSE,0.421949562032225,0.962613387123402
"PLBD2",0.075618363222409,2732,FALSE,0.365536170982843,0.961953958507263
"TLE3",0.075588838707616,2733,FALSE,0.212083477215355,0.961953958507263
"ATP9B",0.0755713253370256,2734,FALSE,0.148662105295519,0.961953958507263
"STX17",0.0755628537727393,2735,FALSE,0.225713445970302,0.961953958507263
"SRM",0.0755223611832063,2736,FALSE,0.442691825506867,0.962613387123402
"NAA30",0.0755207073976338,2737,FALSE,0.115943328890773,0.961953958507263
"ASB3",0.0755135968893312,2738,FALSE,0.221396368344316,0.961953958507263
"RAB29",0.0755088866225844,2739,FALSE,0.413817966778176,0.962613387123402
"PCBD1",0.0754902430808393,2740,FALSE,0.420662112418925,0.962613387123402
"ZBTB6",0.0754883142952911,2741,FALSE,0.262692355308667,0.961953958507263
"COX18",0.0754678224877563,2742,FALSE,0.170921453491101,0.961953958507263
"PUS1",0.075453002599962,2743,FALSE,0.2653265146092,0.961953958507263
"CTNNBIP1",0.0754489724380174,2744,FALSE,0.270276297352093,0.961953958507263
"USP22",0.0754265747551282,2745,FALSE,0.433105416810772,0.962613387123402
"RBMXL1",0.0754224304163715,2746,FALSE,0.254006670984096,0.961953958507263
"ZNF880",0.0754172669627193,2747,FALSE,0.272774620183411,0.961953958507263
"METTL16",0.0754154607229194,2748,FALSE,0.146239290571694,0.961953958507263
"P4HTM",0.0753478992770527,2749,FALSE,0.293617523988534,0.961953958507263
"TNFSF12",0.0753476198130962,2750,FALSE,0.394750565211502,0.962613387123402
"FNIP1",0.0752629474823099,2751,FALSE,0.225261201995574,0.961953958507263
"CTDSPL",0.0752487822469403,2752,FALSE,0.344645465872161,0.961953958507263
"SMIM15",0.0752266202157079,2753,FALSE,0.278128130157013,0.961953958507263
"PDGFD",0.07521592908793,2754,FALSE,0.480041672539614,0.962613387123402
"NUP155",0.0752089111023255,2755,FALSE,0.244797684704166,0.961953958507263
"HSD11B1",0.0752028813785697,2756,FALSE,0.60378477898129,0.974889403904491
"RETN",0.0751947189223955,2757,FALSE,0.533752096808262,0.97018323535038
"ERCC6L2",0.0751937187597111,2758,FALSE,0.191693866494868,0.961953958507263
"TRAK1",0.075152756938365,2759,FALSE,0.20696432693205,0.961953958507263
"AHNAK",0.0751282942956975,2760,FALSE,0.542559153469682,0.972538672716597
"EIF5A",0.075093181461126,2761,FALSE,0.381749775515324,0.961953958507263
"DDX6",0.075092306968167,2762,FALSE,0.272087750434185,0.961953958507263
"AP3M2",0.0750888261795271,2763,FALSE,0.284426871140278,0.961953958507263
"C22orf23",0.0750842729140555,2764,FALSE,0.147202072267659,0.961953958507263
"AGFG1",0.075079560748871,2765,FALSE,0.172159750327378,0.961953958507263
"PRKAB1",0.0750794721568737,2766,FALSE,0.170670246292144,0.961953958507263
"PDZD8",0.0750789046652094,2767,FALSE,0.319396021362929,0.961953958507263
"PNPT1",0.075076810702841,2768,FALSE,0.192925120743367,0.961953958507263
"ABCC3",0.0750596735304971,2769,FALSE,0.510056197100927,0.967933027026925
"CDC42BPB",0.0750435731369294,2770,FALSE,0.459103195894643,0.962613387123402
"PERM1",0.0750047248369582,2771,FALSE,0.270973867138883,0.961953958507263
"NUBPL",0.0750000896050318,2772,FALSE,0.153820302242624,0.961953958507263
"CISD3",0.0749929284411257,2773,FALSE,0.466615505376091,0.962613387123402
"CFAP157",0.0749862976933651,2774,FALSE,0.237805858080972,0.961953958507263
"ALAS1",0.0749850335111129,2775,FALSE,0.244543664030715,0.961953958507263
"LONP2",0.0749275437916177,2776,FALSE,0.37970694337801,0.961953958507263
"TPI1",0.0749255483524758,2777,FALSE,0.375443677640439,0.961953958507263
"NUP88",0.074887223520852,2778,FALSE,0.192908143594346,0.961953958507263
"XRN2",0.0748729480384736,2779,FALSE,0.262635743973016,0.961953958507263
"SCO1",0.0748253454438035,2780,FALSE,0.200574708620473,0.961953958507263
"C6orf89",0.0748234981484739,2781,FALSE,0.154331702259982,0.961953958507263
"CHERP",0.0748046054695068,2782,FALSE,0.326950563606407,0.961953958507263
"FOSL2",0.0747633819696709,2783,FALSE,0.47208642979637,0.962613387123402
"SERPINB11",0.0747588560592343,2784,FALSE,0.749542686381533,0.988070096138049
"TOMM7",0.0747495959885676,2785,FALSE,0.448691799072782,0.962613387123402
"ARID4B",0.0747143403790567,2786,FALSE,0.243801056428777,0.961953958507263
"ZNF282",0.074703492937342,2787,FALSE,0.188689627228811,0.961953958507263
"RLN3",0.0746780618981187,2788,FALSE,0.0423215165061411,0.954822705704888
"GFOD1",0.0746682276783286,2789,FALSE,0.111588840159039,0.961953958507263
"RYK",0.0746438910907137,2790,FALSE,0.211826717139815,0.961953958507263
"TBX5",0.0746093446573628,2791,FALSE,0.311520288917868,0.961953958507263
"MRPL19",0.0745706649577969,2792,FALSE,0.205438329741419,0.961953958507263
"IKBKB",0.0745414432715648,2793,FALSE,0.387711751852752,0.961953958507263
"AHCYL1",0.0745097087051541,2794,FALSE,0.210156259623592,0.961953958507263
"TMEM43",0.0745052790972238,2795,FALSE,0.180148609590811,0.961953958507263
"TGFBR2",0.0744642143367149,2796,FALSE,0.536475480737836,0.971231526571388
"AHDC1",0.0744586886365934,2797,FALSE,0.276525556983717,0.961953958507263
"LDLRAD4",0.0744550968317901,2798,FALSE,0.435510937395663,0.962613387123402
"TFDP2",0.0744545353497279,2799,FALSE,0.232176257403415,0.961953958507263
"FAM171B",0.0744515291380714,2800,FALSE,0.508379137283999,0.967933027026925
"ADNP2",0.0744165659833516,2801,FALSE,0.220873679313534,0.961953958507263
"GLYR1",0.0744073418020026,2802,FALSE,0.217014801552677,0.961953958507263
"TRIAP1",0.0743925580424305,2803,FALSE,0.348100199855159,0.961953958507263
"ID2",0.0743302826050085,2804,FALSE,0.582411229346211,0.974889403904491
"TXNRD2",0.0743295069993954,2805,FALSE,0.486961350602355,0.963535743091324
"XPNPEP3",0.0743080730004324,2806,FALSE,0.107234565897228,0.961953958507263
"VSIR",0.0742839343999284,2807,FALSE,0.531583279907551,0.970119659454904
"TWSG1",0.0742611482863604,2808,FALSE,0.400694538069563,0.962613387123402
"SCARB1",0.0742554574370375,2809,FALSE,0.365251412181716,0.961953958507263
"FTCDNL1",0.0742509552965838,2810,FALSE,0.254970685746216,0.961953958507263
"RAC1",0.0742317373113304,2811,FALSE,0.204421875836425,0.961953958507263
"WASF3",0.0742052235740243,2812,FALSE,0.374148722218423,0.961953958507263
"MGAM",0.0741872733919974,2813,FALSE,0.0822991423988013,0.961953958507263
"LGALSL",0.0741734608476126,2814,FALSE,0.342637591788353,0.961953958507263
"KLF6",0.0741507642463488,2815,FALSE,0.537969834491955,0.971231526571388
"HS1BP3",0.0741450305992113,2816,FALSE,0.1381643549317,0.961953958507263
"SACM1L",0.0740981997153183,2817,FALSE,0.208216364719179,0.961953958507263
"DOHH",0.074016934313843,2818,FALSE,0.337728149247413,0.961953958507263
"ANXA1",0.0740137703002848,2819,FALSE,0.650145282753244,0.981791940588791
"UNG",0.0739934279685537,2820,FALSE,0.290562358885441,0.961953958507263
"SCAMP4",0.0739921630182865,2821,FALSE,0.34548680057429,0.961953958507263
"EXOC4",0.0739692435452555,2822,FALSE,0.136364300672121,0.961953958507263
"BCL10",0.0739625912059836,2823,FALSE,0.151441812391481,0.961953958507263
"IL6",0.0739305835805689,2824,FALSE,0.525267798159685,0.968868653437711
"SENP3",0.0739173508711213,2825,FALSE,0.189980242618919,0.961953958507263
"BIRC2",0.0738838755158908,2826,FALSE,0.239827737543907,0.961953958507263
"RUBCN",0.0738811509459125,2827,FALSE,0.162979467935411,0.961953958507263
"DEFA4",0.0738727994625862,2828,FALSE,0.481031333690383,0.962613387123402
"GPS1",0.073855691855746,2829,FALSE,0.304145193327604,0.961953958507263
"TRIB1",0.0738096977082643,2830,FALSE,0.6166968202588,0.975915908598688
"SKAP2",0.0737891422798382,2831,FALSE,0.432181987264733,0.962613387123402
"USP46",0.0737804419078119,2832,FALSE,0.213760317298287,0.961953958507263
"TBC1D20",0.0737697991042836,2833,FALSE,0.115355899447716,0.961953958507263
"TIGD5",0.0737670198044624,2834,FALSE,0.292996545976838,0.961953958507263
"PUDP",0.0737615386147286,2835,FALSE,0.195873671590628,0.961953958507263
"BCL7B",0.0737486539339978,2836,FALSE,0.201440487766328,0.961953958507263
"NUDCD3",0.0737423878651775,2837,FALSE,0.102026025403992,0.961953958507263
"C12orf66",0.0737324038380587,2838,FALSE,0.0906414468813122,0.961953958507263
"NCOA4",0.0736860902214067,2839,FALSE,0.431654210110757,0.962613387123402
"STARD7",0.0736572993375395,2840,FALSE,0.175868654283605,0.961953958507263
"SPEN",0.0736418675033002,2841,FALSE,0.367080607053978,0.961953958507263
"ENPP3",0.0736249593457556,2842,FALSE,0.580706568394786,0.974889403904491
"LIMA1",0.0735782634906048,2843,FALSE,0.363774864160415,0.961953958507263
"PPP4R2",0.073555199422378,2844,FALSE,0.234428543592948,0.961953958507263
"SMC4",0.0735481750417983,2845,FALSE,0.437767575289572,0.962613387123402
"AMIGO1",0.0735406027624959,2846,FALSE,0.275628761605724,0.961953958507263
"UBE2W",0.0735321612116988,2847,FALSE,0.264425653061087,0.961953958507263
"IL1RL1",0.0735067136925005,2848,FALSE,0.120507532787084,0.961953958507263
"CASKIN2",0.0734970236536867,2849,FALSE,0.265110087758828,0.961953958507263
"WAC",0.0734943491563809,2850,FALSE,0.181522254479432,0.961953958507263
"FCGR3B",0.0734856012698978,2851,FALSE,0.522794748586263,0.968868653437711
"NEDD9",0.0734598492430765,2852,FALSE,0.45629697156301,0.962613387123402
"MMP8",0.0734593888615197,2853,FALSE,0.244514823357466,0.961953958507263
"KDM2A",0.0734367407570011,2854,FALSE,0.195528104374805,0.961953958507263
"RYR2",0.0733697138610083,2855,FALSE,0.412743738308458,0.962613387123402
"RND3",0.0733256836817739,2856,FALSE,0.599747217207771,0.974889403904491
"TUFM",0.0733134216919424,2857,FALSE,0.252437494001244,0.961953958507263
"PURB",0.0733068964694015,2858,FALSE,0.233811320960255,0.961953958507263
"FBXL18",0.0732876372498046,2859,FALSE,0.259029370709608,0.961953958507263
"PIFO",0.0732645859999104,2860,FALSE,0.568290011187463,0.973952866602945
"CDS1",0.0732613356001752,2861,FALSE,0.399369852209365,0.962613387123402
"SSBP2",0.0732507996421607,2862,FALSE,0.227082467878695,0.961953958507263
"BIRC3",0.0732261810131865,2863,FALSE,0.545336140617226,0.972817794316773
"FBXO33",0.073200946246446,2864,FALSE,0.177914690214918,0.961953958507263
"MNT",0.0731793915497776,2865,FALSE,0.18712123084522,0.961953958507263
"BRMS1",0.0731734273843125,2866,FALSE,0.313998379690225,0.961953958507263
"STOML1",0.0731588734826196,2867,FALSE,0.127709353170328,0.961953958507263
"AMOT",0.0731567148122971,2868,FALSE,0.510261895188415,0.967933027026925
"CRYL1",0.0731562393016505,2869,FALSE,0.451178945395696,0.962613387123402
"SPIN1",0.0731357901856251,2870,FALSE,0.312284822355918,0.961953958507263
"TMC6",0.0731244039522987,2871,FALSE,0.450898821359044,0.962613387123402
"OSBP2",0.0731176569581078,2872,FALSE,0.383447269195354,0.961953958507263
"LATS2",0.0730860726240459,2873,FALSE,0.333289857292678,0.961953958507263
"RHBDD1",0.0730832657378295,2874,FALSE,0.147072776901946,0.961953958507263
"SRPRB",0.0730819771667681,2875,FALSE,0.371017999653983,0.961953958507263
"ZDHHC9",0.0730399893122691,2876,FALSE,0.401115251736415,0.962613387123402
"HIP1",0.0730040570371888,2877,FALSE,0.452742393813678,0.962613387123402
"PON3",0.0729853781859447,2878,FALSE,0.30540425650853,0.961953958507263
"ARRB1",0.0729781749739566,2879,FALSE,0.335375970452754,0.961953958507263
"SHB",0.0729675996297874,2880,FALSE,0.464541145587971,0.962613387123402
"GZF1",0.0729668692432623,2881,FALSE,0.0942886607368185,0.961953958507263
"SNTB1",0.0729598179568844,2882,FALSE,0.515182791923242,0.968669536365984
"PNKD",0.0729565478080954,2883,FALSE,0.444699594708044,0.962613387123402
"SLC25A13",0.0729499525636519,2884,FALSE,0.317492565480542,0.961953958507263
"CYP20A1",0.0728960913135461,2885,FALSE,0.117183147250737,0.961953958507263
"PARP16",0.0728634962596342,2886,FALSE,0.134069262021024,0.961953958507263
"TRABD",0.0728530158261869,2887,FALSE,0.406355346148223,0.962613387123402
"WDR92",0.0728485019457856,2888,FALSE,0.0668315129600247,0.961953958507263
"ARPC1B",0.072821406440027,2889,FALSE,0.276325995065411,0.961953958507263
"DTX2",0.0728204652191011,2890,FALSE,0.367086343381231,0.961953958507263
"TMEM67",0.0728123801459029,2891,FALSE,0.21764387006843,0.961953958507263
"KCNJ8",0.07280624244885,2892,FALSE,0.522026958018357,0.968868653437711
"LYN",0.0727884758669335,2893,FALSE,0.420184915746686,0.962613387123402
"PHIP",0.0727746132327214,2894,FALSE,0.321587878225809,0.961953958507263
"C1orf122",0.0727718119690648,2895,FALSE,0.472059156984126,0.962613387123402
"EIF2AK3",0.0727592965702488,2896,FALSE,0.349791901769673,0.961953958507263
"CTDP1",0.072723310840296,2897,FALSE,0.204471987117043,0.961953958507263
"KDM5B",0.0727141201596018,2898,FALSE,0.274872718817844,0.961953958507263
"SLC27A4",0.0726748258215917,2899,FALSE,0.324692142828208,0.961953958507263
"GSK3A",0.0726748190087383,2900,FALSE,0.228977102385511,0.961953958507263
"TCF20",0.0726661124544625,2901,FALSE,0.243775245666195,0.961953958507263
"SYS1",0.0726556593550414,2902,FALSE,0.151310515361575,0.961953958507263
"ARL1",0.0726161367596125,2903,FALSE,0.320235402463149,0.961953958507263
"GCAT",0.0725678377916319,2904,FALSE,0.496927523386208,0.965425622265064
"HYPK",0.0725482068963075,2905,FALSE,0.192424497924784,0.961953958507263
"DUOXA1",0.0725040244602386,2906,FALSE,0.405774987323128,0.962613387123402
"F11R",0.0725036503422682,2907,FALSE,0.262342465270016,0.961953958507263
"WDFY3",0.0724946193540559,2908,FALSE,0.344141930316793,0.961953958507263
"CLCA2",0.0724881009356942,2909,FALSE,0.387198914580045,0.961953958507263
"ANKFY1",0.0724642235310915,2910,FALSE,0.332122667769347,0.961953958507263
"ABCB9",0.0724406179936166,2911,FALSE,0.0686014551047125,0.961953958507263
"STAU1",0.0724041471004062,2912,FALSE,0.170027006572622,0.961953958507263
